    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Mean gene diversity (expected heterozygosity), SE, SD
    Mean inbreeding coefficient, SE, SD
    Mean number of alleles, SE, SD
    Mean number of lethal alleles, SE, SD
    Mean time to extinction, SE, SD
    Median time to extinction
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);det-r;stoch-r;SE(r);SD(r);N-extant;SE(N-extant);SD(N-extant);N-all;SE(N-all);SD(N-all);GeneDiv;SE(GD);SD(GD);Inbreed;SE(Inbr);SD(Inbr);nAlleles;SE(nAlleles);SD(nAlleles);nLethals;SE(nLethals);SD(nLethals);TE;SE(TE);SD(TE);medianTE
Harvest (3JF, 3JM)
Population 1: MFWS
0; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 47.00; 0.00; 0.00; 47.00; 0.00; 0.00; 0.9894; 0.0000; 0.0000; 0.0000; 0.0000; 0.0000; 94.00; 0.00; 0.00; 3.14; 0.01; 0.22; 0.00; 0.00; 0.00; 0
1; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 86.51; 0.70; 22.11; 86.51; 0.70; 22.11; 0.9856; 0.0000; 0.0012; 0.0000; 0.0000; 0.0000; 90.00; 0.00; 0.00; 3.15; 0.01; 0.27; 0.00; 0.00; 0.00; 0
2; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.5758; 0.0084; 0.2670; 86.51; 0.70; 22.11; 86.51; 0.70; 22.11; 0.9856; 0.0000; 0.0012; 0.0000; 0.0000; 0.0000; 90.00; 0.00; 0.00; 3.15; 0.01; 0.27; 0.00; 0.00; 0.00; 0
3; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 80.87; 0.68; 21.47; 80.87; 0.68; 21.47; 0.9858; 0.0000; 0.0012; 0.0000; 0.0000; 0.0000; 90.00; 0.00; 0.00; 3.15; 0.01; 0.26; 0.00; 0.00; 0.00; 0
4; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 76.60; 0.76; 23.88; 76.60; 0.76; 23.88; 0.9849; 0.0000; 0.0010; 0.0000; 0.0000; 0.0000; 84.31; 0.18; 5.72; 3.15; 0.01; 0.27; 0.00; 0.00; 0.00; 0
5; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 91.17; 0.87; 27.56; 91.17; 0.87; 27.56; 0.9784; 0.0001; 0.0029; 0.0020; 0.0002; 0.0049; 66.64; 0.19; 6.04; 3.14; 0.01; 0.32; 0.00; 0.00; 0.00; 0
6; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.1787; 0.0126; 0.3994; 91.17; 0.87; 27.56; 91.17; 0.87; 27.56; 0.9784; 0.0001; 0.0029; 0.0020; 0.0002; 0.0049; 66.64; 0.19; 6.04; 3.14; 0.01; 0.32; 0.00; 0.00; 0.00; 0
7; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 85.70; 0.85; 26.82; 85.70; 0.85; 26.82; 0.9786; 0.0001; 0.0029; 0.0018; 0.0001; 0.0047; 66.64; 0.19; 6.04; 3.14; 0.01; 0.32; 0.00; 0.00; 0.00; 0
8; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 80.87; 0.92; 29.21; 80.87; 0.92; 29.21; 0.9776; 0.0001; 0.0029; 0.0019; 0.0002; 0.0050; 63.36; 0.21; 6.67; 3.14; 0.01; 0.33; 0.00; 0.00; 0.00; 0
9; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 90.23; 0.85; 26.85; 90.23; 0.85; 26.85; 0.9690; 0.0002; 0.0049; 0.0065; 0.0003; 0.0098; 51.76; 0.17; 5.45; 3.12; 0.01; 0.38; 0.00; 0.00; 0.00; 0
10; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.1313; 0.0130; 0.4121; 90.23; 0.85; 26.85; 90.23; 0.85; 26.85; 0.9690; 0.0002; 0.0049; 0.0065; 0.0003; 0.0098; 51.76; 0.17; 5.45; 3.12; 0.01; 0.38; 0.00; 0.00; 0.00; 0
11; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 84.65; 0.83; 26.20; 84.65; 0.83; 26.20; 0.9694; 0.0002; 0.0049; 0.0061; 0.0003; 0.0097; 51.76; 0.17; 5.45; 3.12; 0.01; 0.38; 0.00; 0.00; 0.00; 0
12; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 80.00; 0.89; 28.30; 80.00; 0.89; 28.30; 0.9684; 0.0002; 0.0048; 0.0063; 0.0003; 0.0101; 49.75; 0.18; 5.57; 3.12; 0.01; 0.39; 0.00; 0.00; 0.00; 0
13; 0.9940; 0.0024; 0.0060; 0.0024; 0.5063;      0;      0;      0; 86.03; 0.96; 30.20; 85.53; 0.97; 30.79; 0.9550; 0.0004; 0.0128; 0.0136; 0.0005; 0.0148; 37.07; 0.17; 5.28; 3.09; 0.01; 0.46; 4.00; 0.00; 0.00; 0
14; 0.9940; 0.0024; 0.0000; 0.0000; 0.5063; 0.0585; 0.0124; 0.3921; 86.03; 0.96; 30.20; 85.53; 0.97; 30.79; 0.9550; 0.0004; 0.0128; 0.0136; 0.0005; 0.0148; 37.07; 0.17; 5.28; 3.09; 0.01; 0.46; 4.00; 0.00; 0.00; 0
15; 0.9940; 0.0024; 0.0000; 0.0000; 0.5063;      0;      0;      0; 80.52; 0.94; 29.53; 80.06; 0.95; 30.05; 0.9554; 0.0004; 0.0121; 0.0131; 0.0005; 0.0150; 37.07; 0.17; 5.28; 3.09; 0.01; 0.46; 4.00; 0.00; 0.00; 0
16; 0.9930; 0.0026; 0.0010; 0.0010; 0.5063;      0;      0;      0; 76.22; 0.98; 30.98; 75.71; 1.00; 31.47; 0.9546; 0.0004; 0.0118; 0.0134; 0.0005; 0.0156; 36.08; 0.17; 5.29; 3.09; 0.01; 0.46; 4.00; 0.00; 0.00; 0
17; 0.9820; 0.0042; 0.0110; 0.0033; 0.5063;      0;      0;      0; 82.73; 0.93; 29.17; 81.27; 0.98; 30.86; 0.9445; 0.0005; 0.0164; 0.0226; 0.0006; 0.0202; 30.78; 0.16; 4.92; 3.04; 0.02; 0.51; 4.61; 0.12; 0.50; 0
18; 0.9820; 0.0042; 0.0000; 0.0000; 0.5063; 0.0837; 0.0126; 0.3938; 82.73; 0.93; 29.17; 81.27; 0.98; 30.86; 0.9445; 0.0005; 0.0164; 0.0226; 0.0006; 0.0202; 30.78; 0.16; 4.92; 3.04; 0.02; 0.51; 4.61; 0.12; 0.50; 0
19; 0.9820; 0.0042; 0.0000; 0.0000; 0.5063;      0;      0;      0; 77.27; 0.91; 28.49; 75.91; 0.95; 29.98; 0.9449; 0.0005; 0.0163; 0.0219; 0.0007; 0.0205; 30.78; 0.16; 4.92; 3.05; 0.02; 0.50; 4.61; 0.12; 0.50; 0
20; 0.9820; 0.0042; 0.0000; 0.0000; 0.5063;      0;      0;      0; 72.88; 0.95; 29.86; 71.59; 0.98; 31.08; 0.9438; 0.0006; 0.0178; 0.0221; 0.0007; 0.0210; 30.04; 0.16; 5.00; 3.05; 0.02; 0.51; 4.61; 0.12; 0.50; 0
21; 0.9750; 0.0049; 0.0070; 0.0026; 0.5063;      0;      0;      0; 81.11; 0.96; 29.99; 79.11; 1.02; 32.16; 0.9325; 0.0007; 0.0223; 0.0324; 0.0008; 0.0254; 25.94; 0.15; 4.69; 3.00; 0.02; 0.54; 5.00; 0.15; 0.76; 0
22; 0.9750; 0.0049; 0.0000; 0.0000; 0.5063; 0.1017; 0.0122; 0.3799; 81.11; 0.96; 29.99; 79.11; 1.02; 32.16; 0.9325; 0.0007; 0.0223; 0.0324; 0.0008; 0.0254; 25.94; 0.15; 4.69; 3.00; 0.02; 0.54; 5.00; 0.15; 0.76; 0
23; 0.9750; 0.0049; 0.0000; 0.0000; 0.5063;      0;      0;      0; 75.66; 0.94; 29.24; 73.79; 0.99; 31.15; 0.9331; 0.0007; 0.0218; 0.0310; 0.0008; 0.0251; 25.94; 0.15; 4.69; 3.01; 0.02; 0.54; 5.00; 0.15; 0.76; 0
24; 0.9750; 0.0049; 0.0000; 0.0000; 0.5063;      0;      0;      0; 71.39; 0.97; 30.40; 69.63; 1.01; 31.99; 0.9321; 0.0007; 0.0231; 0.0314; 0.0008; 0.0263; 25.43; 0.15; 4.71; 3.00; 0.02; 0.54; 5.00; 0.15; 0.76; 0
