    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Mean gene diversity (expected heterozygosity), SE, SD
    Mean inbreeding coefficient, SE, SD
    Mean number of alleles, SE, SD
    Mean number of lethal alleles, SE, SD
    Mean time to extinction, SE, SD
    Median time to extinction
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);det-r;stoch-r;SE(r);SD(r);N-extant;SE(N-extant);SD(N-extant);N-all;SE(N-all);SD(N-all);GeneDiv;SE(GD);SD(GD);Inbreed;SE(Inbr);SD(Inbr);nAlleles;SE(nAlleles);SD(nAlleles);nLethals;SE(nLethals);SD(nLethals);TE;SE(TE);SD(TE);medianTE
Supplement (1F with 3JF, 3JM)
Population 1: MFWS
0; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 47.00; 0.00; 0.00; 47.00; 0.00; 0.00; 0.9894; 0.0000; 0.0000; 0.0000; 0.0000; 0.0000; 94.00; 0.00; 0.00; 3.14; 0.01; 0.22; 0.00; 0.00; 0.00; 0
1; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 86.84; 0.74; 23.56; 86.84; 0.74; 23.56; 0.9856; 0.0000; 0.0013; 0.0000; 0.0000; 0.0000; 90.00; 0.00; 0.00; 3.13; 0.01; 0.26; 0.00; 0.00; 0.00; 0
2; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.6585; 0.0082; 0.2609; 93.84; 0.74; 23.56; 93.84; 0.74; 23.56; 0.9873; 0.0000; 0.0013; 0.0000; 0.0000; 0.0000; 104.00; 0.00; 0.00; 3.14; 0.01; 0.24; 0.00; 0.00; 0.00; 0
3; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 93.84; 0.74; 23.56; 93.84; 0.74; 23.56; 0.9873; 0.0000; 0.0013; 0.0000; 0.0000; 0.0000; 104.00; 0.00; 0.00; 3.14; 0.01; 0.24; 0.00; 0.00; 0.00; 0
4; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 89.57; 0.83; 26.09; 89.57; 0.83; 26.09; 0.9866; 0.0000; 0.0009; 0.0000; 0.0000; 0.0000; 98.65; 0.18; 5.71; 3.14; 0.01; 0.25; 0.00; 0.00; 0.00; 0
5; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 95.38; 0.88; 27.70; 95.38; 0.88; 27.70; 0.9793; 0.0001; 0.0032; 0.0017; 0.0002; 0.0048; 71.11; 0.23; 7.40; 3.14; 0.01; 0.31; 0.00; 0.00; 0.00; 0
6; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.1423; 0.0124; 0.3909; 102.38; 0.88; 27.70; 102.38; 0.88; 27.70; 0.9818; 0.0001; 0.0029; 0.0016; 0.0001; 0.0045; 85.11; 0.23; 7.40; 3.13; 0.01; 0.29; 0.00; 0.00; 0.00; 0
7; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 102.38; 0.88; 27.70; 102.38; 0.88; 27.70; 0.9818; 0.0001; 0.0029; 0.0016; 0.0001; 0.0045; 85.11; 0.23; 7.40; 3.13; 0.01; 0.29; 0.00; 0.00; 0.00; 0
8; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 97.47; 0.96; 30.31; 97.47; 0.96; 30.31; 0.9812; 0.0001; 0.0027; 0.0017; 0.0001; 0.0047; 81.77; 0.25; 7.81; 3.13; 0.01; 0.29; 0.00; 0.00; 0.00; 0
9; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 94.32; 0.86; 27.34; 94.32; 0.86; 27.34; 0.9733; 0.0001; 0.0045; 0.0045; 0.0003; 0.0079; 59.81; 0.24; 7.45; 3.13; 0.01; 0.36; 0.00; 0.00; 0.00; 0
10; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.0539; 0.0129; 0.4068; 101.32; 0.86; 27.34; 101.32; 0.86; 27.34; 0.9766; 0.0001; 0.0040; 0.0042; 0.0002; 0.0074; 73.81; 0.24; 7.45; 3.13; 0.01; 0.33; 0.00; 0.00; 0.00; 0
11; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 101.32; 0.86; 27.34; 101.32; 0.86; 27.34; 0.9766; 0.0001; 0.0040; 0.0042; 0.0002; 0.0074; 73.81; 0.24; 7.45; 3.13; 0.01; 0.33; 0.00; 0.00; 0.00; 0
12; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 96.29; 0.94; 29.87; 96.29; 0.94; 29.87; 0.9761; 0.0001; 0.0039; 0.0042; 0.0002; 0.0076; 71.21; 0.24; 7.60; 3.13; 0.01; 0.34; 0.00; 0.00; 0.00; 0
13; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 93.90; 0.88; 27.98; 93.90; 0.88; 27.98; 0.9677; 0.0002; 0.0057; 0.0086; 0.0004; 0.0113; 51.95; 0.20; 6.19; 3.11; 0.01; 0.38; 0.00; 0.00; 0.00; 0
14; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.0585; 0.0126; 0.3971; 100.90; 0.88; 27.98; 100.90; 0.88; 27.98; 0.9719; 0.0002; 0.0051; 0.0080; 0.0003; 0.0104; 65.95; 0.20; 6.19; 3.11; 0.01; 0.36; 0.00; 0.00; 0.00; 0
