    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Mean gene diversity (expected heterozygosity), SE, SD
    Mean inbreeding coefficient, SE, SD
    Mean number of alleles, SE, SD
    Mean number of lethal alleles, SE, SD
    Mean time to extinction, SE, SD
    Median time to extinction
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);det-r;stoch-r;SE(r);SD(r);N-extant;SE(N-extant);SD(N-extant);N-all;SE(N-all);SD(N-all);GeneDiv;SE(GD);SD(GD);Inbreed;SE(Inbr);SD(Inbr);nAlleles;SE(nAlleles);SD(nAlleles);nLethals;SE(nLethals);SD(nLethals);TE;SE(TE);SD(TE);medianTE
Supplement (10F with 30JF, 30JM) and harvest (27JF, 27JM)
Population 1: MFWS
0; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 47.00; 0.00; 0.00; 47.00; 0.00; 0.00; 0.9894; 0.0000; 0.0000; 0.0000; 0.0000; 0.0000; 94.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
1; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 86.19; 0.74; 23.42; 86.19; 0.74; 23.42; 0.9857; 0.0000; 0.0012; 0.0000; 0.0000; 0.0000; 90.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
2; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 1.1898; 0.0047; 0.1496; 156.19; 0.74; 23.42; 156.19; 0.74; 23.42; 0.9941; 0.0000; 0.0009; 0.0000; 0.0000; 0.0000; 230.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
3; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 102.19; 0.74; 23.42; 102.19; 0.74; 23.42; 0.9925; 0.0000; 0.0005; 0.0000; 0.0000; 0.0000; 161.96; 0.54; 17.07; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
4; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 96.95; 0.84; 26.42; 96.95; 0.84; 26.42; 0.9921; 0.0000; 0.0008; 0.0000; 0.0000; 0.0000; 153.37; 0.74; 23.28; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
5; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 101.36; 0.99; 31.46; 101.36; 0.99; 31.46; 0.9847; 0.0001; 0.0022; 0.0011; 0.0001; 0.0040; 90.96; 0.27; 8.69; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
6; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.5920; 0.0109; 0.3456; 171.36; 0.99; 31.46; 171.36; 0.99; 31.46; 0.9935; 0.0000; 0.0012; 0.0007; 0.0001; 0.0024; 230.96; 0.27; 8.69; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
7; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 117.36; 0.99; 31.46; 117.36; 0.99; 31.46; 0.9919; 0.0000; 0.0010; 0.0005; 0.0001; 0.0023; 166.93; 0.71; 22.30; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
8; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 111.53; 1.10; 34.66; 111.53; 1.10; 34.66; 0.9915; 0.0000; 0.0012; 0.0005; 0.0001; 0.0024; 159.05; 0.88; 27.68; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
9; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063;      0;      0;      0; 102.51; 0.99; 31.24; 102.51; 0.99; 31.24; 0.9832; 0.0001; 0.0027; 0.0022; 0.0002; 0.0056; 86.92; 0.30; 9.50; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
10; 1.0000; 0.0000; 0.0000; 0.0000; 0.5063; 0.4713; 0.0119; 0.3771; 172.51; 0.99; 31.24; 172.51; 0.99; 31.24; 0.9929; 0.0000; 0.0014; 0.0013; 0.0001; 0.0032; 226.92; 0.30; 9.50; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0
